"geographicAreaM49","measuredElementSuaFbs","measuredItemFbsSua","timePointYears","Value","flagObservationStatus"
"426","271","23120.06","2013",420.495,"T"
"426","281","23120.06","2010",338.13,"T"
"426","281","23120.06","2011",150.28,"T"
"426","281","23120.06","2012",93.925,"T"
"426","281","23120.06","2013",112.71,"T"
"426","664","23120.06","2010",62.112869,"T"
"426","664","23120.06","2011",27.362313,"T"
"426","664","23120.06","2012",16.930415,"T"
"426","664","23120.06","2013",20.09768,"T"
"426","674","23120.06","2010",1.731307,"T"
"426","674","23120.06","2011",0.762685,"T"
"426","674","23120.06","2012",0.471911,"T"
"426","674","23120.06","2013",0.560194,"T"
"426","684","23120.06","2010",0.464062,"T"
"426","684","23120.06","2011",0.204431,"T"
"426","684","23120.06","2012",0.126492,"T"
"426","684","23120.06","2013",0.150155,"T"
"426","665","23120.06","2010",17.848526,"T"
"426","665","23120.06","2011",7.862734,"T"
"426","665","23120.06","2012",4.865062,"T"
"426","665","23120.06","2013",5.775195,"T"
"426","5510","39120.08","2010",1836,"I"
"426","5510","39120.08","2011",816.68,"I"
"426","5510","39120.08","2012",510,"I"
"426","5510","39120.08","2013",612,"I"
"426","5520","39120.08","2010",1836,"E"
"426","5520","39120.08","2011",816.68,"E"
"426","5520","39120.08","2012",510,"E"
"426","5520","39120.08","2013",612,"E"
"426","5113","24310.04","2010",0,"E"
"426","5113","24310.04","2011",5387.755137,"E"
"426","5113","24310.04","2012",6402.629935,"E"
"426","5113","24310.04","2013",4724.953381,"E"
"426","5510","24310.04","2010",13498.65,"I"
"426","5510","24310.04","2011",5998.68,"I"
"426","5510","24310.04","2012",3749.7,"I"
"426","5510","24310.04","2013",4499.55,"I"
"426","5071","24310.04","2010",5387.755137,"E"
"426","5071","24310.04","2011",1014.874798,"E"
"426","5071","24310.04","2012",-1677.676554,"E"
"426","5071","24310.04","2013",-1086.256081,"E"
"426","5141","24310.04","2010",8110.894863,"E"
"426","5141","24310.04","2011",4983.805202,"I"
"426","5141","24310.04","2012",5427.376554,"I"
"426","5141","24310.04","2013",5585.806081,"I"
"426","261","24310.04","2010",2189.941613,"T"
"426","261","24310.04","2011",1345.627405,"T"
"426","261","24310.04","2012",1465.39167,"T"
"426","261","24310.04","2013",1508.167642,"T"
"426","271","24310.04","2010",32.443579,"T"
"426","271","24310.04","2011",19.935221,"T"
"426","271","24310.04","2012",21.709506,"T"
"426","271","24310.04","2013",22.343224,"T"
"426","281","24310.04","2010",0,"T"
"426","281","24310.04","2011",0,"T"
"426","281","24310.04","2012",0,"T"
"426","281","24310.04","2013",0,"T"
"426","664","24310.04","2010",3.005554,"T"
"426","664","24310.04","2011",1.830503,"T"
"426","664","24310.04","2012",1.973487,"T"
"426","664","24310.04","2013",2.009219,"T"
"426","674","24310.04","2010",0.044527,"T"
"426","674","24310.04","2011",0.027119,"T"
"426","674","24310.04","2012",0.029237,"T"
"426","674","24310.04","2013",0.029766,"T"
"426","684","24310.04","2010",0,"T"
"426","684","24310.04","2011",0,"T"
"426","684","24310.04","2012",0,"T"
"426","684","24310.04","2013",0,"T"
"426","665","24310.04","2010",11.131681,"T"
"426","665","24310.04","2011",6.779642,"T"
"426","665","24310.04","2012",7.30921,"T"
"426","665","24310.04","2013",7.44155,"T"
"426","5113","01199.90","2010",0.2,"E"
"426","5113","01199.90","2011",0.2,"E"
"426","5113","01199.90","2012",0.2,"E"
"426","5113","01199.90","2013",0.2,"E"
"426","5610","01199.90","2010",0,"E"
"426","5610","01199.90","2011",0,"E"
"426","5610","01199.90","2012",0,"E"
"426","5610","01199.90","2013",1,"T"
"426","5520","01199.90","2013",1,"E"
"426","5610","23120.90","2010",600,"E"
"426","5610","23120.90","2011",600,"E"
"426","5610","23120.90","2012",600,"E"
"426","5610","23120.90","2013",1109,"T"
"426","5141","23120.90","2010",600,"E"
"426","5141","23120.90","2011",600,"E"
"426","5141","23120.90","2012",600,"E"
"426","5141","23120.90","2013",1109,"E"
"426","261","23120.90","2010",2154,"T"
"426","261","23120.90","2011",2154,"T"
"426","261","23120.90","2012",2154,"T"
"426","261","23120.90","2013",3981.31,"T"
"426","271","23120.90","2010",81.6,"T"
"426","271","23120.90","2011",81.6,"T"
"426","271","23120.90","2012",81.6,"T"
"426","271","23120.90","2013",150.824,"T"
"426","281","23120.90","2010",22.8,"T"
"426","281","23120.90","2011",22.8,"T"
"426","281","23120.90","2012",22.8,"T"
"426","281","23120.90","2013",42.142,"T"
"426","664","23120.90","2010",2.956226,"T"
"426","664","23120.90","2011",2.930161,"T"
"426","664","23120.90","2012",2.900856,"T"
"426","664","23120.90","2013",5.304001,"T"
"426","674","23120.90","2010",0.111991,"T"
"426","674","23120.90","2011",0.111003,"T"
"426","674","23120.90","2012",0.109893,"T"
"426","674","23120.90","2013",0.200932,"T"
"426","684","23120.90","2010",0.031292,"T"
"426","684","23120.90","2011",0.031016,"T"
"426","684","23120.90","2012",0.030705,"T"
"426","684","23120.90","2013",0.056143,"T"
"426","665","23120.90","2010",0.823461,"T"
"426","665","23120.90","2011",0.816201,"T"
"426","665","23120.90","2012",0.808038,"T"
"426","665","23120.90","2013",1.477438,"T"
"426","5610","39120.13","2010",0,"E"
"426","5610","39120.13","2011",0,"E"
"426","5610","39120.13","2012",0,"E"
"426","5610","39120.13","2013",87,"T"
"426","5520","39120.13","2013",87,"I"
"426","5113","23140.08","2010",0,"E"
"426","5113","23140.08","2011",0,"E"
"426","5113","23140.08","2012",0,"E"
"426","5113","23140.08","2013",141.053774,"E"
"426","5610","23140.08","2010",3000,"E"
"426","5610","23140.08","2011",3000,"E"
"426","5610","23140.08","2012",3000,"E"
"426","5610","23140.08","2013",489,"T"
"426","5071","23140.08","2010",0,"E"
"426","5071","23140.08","2011",0,"E"
"426","5071","23140.08","2012",141.053774,"E"
"426","5071","23140.08","2013",-43.253774,"E"
"426","5141","23140.08","2010",3000,"E"
"426","5141","23140.08","2011",3000,"E"
"426","5141","23140.08","2012",2858.946226,"E"
"426","5141","23140.08","2013",532.253774,"I"
"426","261","23140.08","2010",11070,"T"
"426","261","23140.08","2011",11070,"T"
"426","261","23140.08","2012",10549.511574,"T"
"426","261","23140.08","2013",1964.016426,"T"
"426","271","23140.08","2010",258,"T"
"426","271","23140.08","2011",258,"T"
"426","271","23140.08","2012",245.869375,"T"
"426","271","23140.08","2013",45.773825,"T"
"426","281","23140.08","2010",51,"T"
"426","281","23140.08","2011",51,"T"
"426","281","23140.08","2012",48.602086,"T"
"426","281","23140.08","2013",9.048314,"T"
"426","664","23140.08","2010",15.192863,"T"
"426","664","23140.08","2011",15.058903,"T"
"426","664","23140.08","2012",14.207343,"T"
"426","664","23140.08","2013",2.616512,"T"
"426","674","23140.08","2010",0.354088,"T"
"426","674","23140.08","2011",0.350966,"T"
"426","674","23140.08","2012",0.33112,"T"
"426","674","23140.08","2013",0.060981,"T"
"426","684","23140.08","2010",0.069994,"T"
"426","684","23140.08","2011",0.069377,"T"
"426","684","23140.08","2012",0.065454,"T"
"426","684","23140.08","2013",0.012054,"T"
"426","665","23140.08","2010",4.117307,"T"
"426","665","23140.08","2011",4.081004,"T"
"426","665","23140.08","2012",3.850228,"T"
"426","665","23140.08","2013",0.709082,"T"
"426","5113","01510","2010",29366.755602,"E"
"426","5113","01510","2011",18120.260337,"E"
"426","5113","01510","2012",19249.246817,"E"
"426","5113","01510","2013",21412.530301,"E"
"426","5510","01510","2010",99000,"E"
"426","5510","01510","2011",112000,"E"
"426","5510","01510","2012",115000,"E"
"426","5510","01510","2013",125000,"E"
"426","5610","01510","2010",10000,"E"
"426","5610","01510","2011",10000,"E"
"426","5610","01510","2012",10000,"E"
"426","5610","01510","2013",5242,"T"
"426","5071","01510","2010",-11246.495265,"E"
"426","5071","01510","2011",1128.98648,"E"
"426","5071","01510","2012",2163.283484,"E"
"426","5071","01510","2013",4635.869699,"E"
"426","5910","01510","2010",0,"M"
"426","5910","01510","2011",0,"M"
"426","5910","01510","2012",0,"M"
"426","5910","01510","2013",0,"M"
"426","5520","01510","2010",2055.026963,"E"
"426","5520","01510","2011",573.596446,"I"
"426","5520","01510","2012",1102.619636,"I"
"426","5520","01510","2013",2193.323335,"I"
"426","5016","01510","2010",7449.75,"I"
"426","5016","01510","2011",8428,"I"
"426","5016","01510","2012",8653.75,"I"
"426","5016","01510","2013",9406.25,"I"
"426","5141","01510","2010",110741.718302,"I"
"426","5141","01510","2011",111869.417074,"I"
"426","5141","01510","2012",113080.34688,"I"
"426","5141","01510","2013",114006.556966,"I"
"426","261","01510","2010",71295.518243,"T"
"426","261","01510","2011",72021.530712,"T"
"426","261","01510","2012",72801.127321,"T"
"426","261","01510","2013",73397.421375,"T"
"426","271","01510","2010",1734.215309,"T"
"426","271","01510","2011",1751.875071,"T"
"426","271","01510","2012",1770.838232,"T"
"426","271","01510","2013",1785.342682,"T"
"426","281","01510","2010",96.345295,"T"
"426","281","01510","2011",97.326393,"T"
"426","281","01510","2012",98.379902,"T"
"426","281","01510","2013",99.185705,"T"
"426","664","01510","2010",97.848511,"T"
"426","664","01510","2011",97.973377,"T"
"426","664","01510","2012",98.043455,"T"
"426","664","01510","2013",97.781879,"T"
"426","674","01510","2010",2.380099,"T"
"426","674","01510","2011",2.383136,"T"
"426","674","01510","2012",2.384841,"T"
"426","674","01510","2013",2.378478,"T"
"426","684","01510","2010",0.132228,"T"
"426","684","01510","2011",0.132396,"T"
"426","684","01510","2012",0.132491,"T"
"426","684","01510","2013",0.132138,"T"
"426","665","01510","2010",151.985882,"T"
"426","665","01510","2011",152.179833,"T"
"426","665","01510","2012",152.288684,"T"
"426","665","01510","2013",151.882385,"T"
"426","5510","01599.10","2010",0,"M"
"426","5510","01599.10","2011",0,"M"
"426","5510","01599.10","2012",0,"M"
"426","5510","01599.10","2013",0,"M"
"426","5113","23520","2010",0,"E"
"426","5113","23520","2011",0,"E"
"426","5113","23520","2012",0,"E"
"426","5113","23520","2013",5400,"E"
"426","5610","23520","2010",28000,"E"
"426","5610","23520","2011",28000,"E"
"426","5610","23520","2012",30000,"E"
"426","5610","23520","2013",27000,"E"
"426","5071","23520","2010",0,"E"
"426","5071","23520","2011",0,"E"
"426","5071","23520","2012",5400,"E"
"426","5071","23520","2013",0,"E"
"426","5141","23520","2010",28000,"E"
"426","5141","23520","2011",28000,"E"
"426","5141","23520","2012",24600,"E"
"426","5141","23520","2013",27000,"E"
"426","261","23520","2010",111720,"T"
"426","261","23520","2011",111720,"T"
"426","261","23520","2012",98154,"T"
"426","261","23520","2013",107730,"T"
"426","271","23520","2010",0,"T"
"426","271","23520","2011",0,"T"
"426","271","23520","2012",0,"T"
"426","271","23520","2013",0,"T"
"426","281","23520","2010",0,"T"
"426","281","23520","2011",0,"T"
"426","281","23520","2012",0,"T"
"426","281","23520","2013",0,"T"
"426","664","23520","2010",153.32851,"T"
"426","664","23520","2011",151.976576,"T"
"426","664","23520","2012",132.186926,"T"
"426","664","23520","2013",143.520599,"T"
"426","674","23520","2010",0,"T"
"426","674","23520","2011",0,"T"
"426","674","23520","2012",0,"T"
"426","674","23520","2013",0,"T"
"426","684","23520","2010",0,"T"
"426","684","23520","2011",0,"T"
"426","684","23520","2012",0,"T"
"426","684","23520","2013",0,"T"
"426","665","23520","2010",38.428198,"T"
"426","665","23520","2011",38.089367,"T"
"426","665","23520","2012",33.129555,"T"
"426","665","23520","2013",35.970075,"T"
"426","5113","23210.04","2010",160,"E"
"426","5113","23210.04","2011",160,"E"
"426","5113","23210.04","2012",160,"E"
"426","5113","23210.04","2013",0,"E"
"426","5610","23210.04","2010",80,"E"
"426","5610","23210.04","2011",80,"E"
"426","5610","23210.04","2012",80,"E"
"426","5610","23210.04","2013",964,"T"
"426","5071","23210.04","2010",0,"E"
"426","5071","23210.04","2011",0,"E"
"426","5071","23210.04","2012",-160,"E"
"426","5071","23210.04","2013",192.8,"E"
"426","5141","23210.04","2010",80,"E"
"426","5141","23210.04","2011",80,"E"
"426","5141","23210.04","2012",240,"E"
"426","5141","23210.04","2013",771.2,"E"
"426","261","23210.04","2010",248.8,"T"
"426","261","23210.04","2011",248.8,"T"
"426","261","23210.04","2012",746.4,"T"
"426","261","23210.04","2013",2398.432,"T"
"426","271","23210.04","2010",1.04,"T"
"426","271","23210.04","2011",1.04,"T"
"426","271","23210.04","2012",3.12,"T"
"426","271","23210.04","2013",10.0256,"T"
"426","281","23210.04","2010",0,"T"
"426","281","23210.04","2011",0,"T"
"426","281","23210.04","2012",0,"T"
"426","281","23210.04","2013",0,"T"
"426","664","23210.04","2010",0.341462,"T"
"426","664","23210.04","2011",0.338451,"T"
"426","664","23210.04","2012",1.005199,"T"
"426","664","23210.04","2013",3.195251,"T"
"426","674","23210.04","2010",0.001427,"T"
"426","674","23210.04","2011",0.001415,"T"
"426","674","23210.04","2012",0.004202,"T"
"426","674","23210.04","2013",0.013356,"T"
"426","684","23210.04","2010",0,"T"
"426","684","23210.04","2011",0,"T"
"426","684","23210.04","2012",0,"T"
"426","684","23210.04","2013",0,"T"
"426","665","23210.04","2010",0.109795,"T"
"426","665","23210.04","2011",0.108827,"T"
"426","665","23210.04","2012",0.323215,"T"
"426","665","23210.04","2013",1.027412,"T"
"426","5113","23670.01","2010",0,"E"
"426","5113","23670.01","2011",0,"E"
"426","5113","23670.01","2012",0,"E"
"426","5113","23670.01","2013",105.403032,"E"
"426","5610","23670.01","2010",3500,"E"
"426","5610","23670.01","2011",3500,"E"
"426","5610","23670.01","2012",3500,"E"
"426","5610","23670.01","2013",1520,"T"
"426","5071","23670.01","2010",0,"E"
"426","5071","23670.01","2011",0,"E"
"426","5071","23670.01","2012",105.403032,"E"
"426","5071","23670.01","2013",198.596968,"E"
"426","5141","23670.01","2010",3500,"E"
"426","5141","23670.01","2011",3500,"E"
"426","5141","23670.01","2012",3394.596968,"E"
"426","5141","23670.01","2013",1321.403032,"I"
"426","261","23670.01","2010",14385,"T"
"426","261","23670.01","2011",14385,"T"
"426","261","23670.01","2012",13951.793538,"T"
"426","261","23670.01","2013",5430.966462,"T"
"426","271","23670.01","2010",98,"T"
"426","271","23670.01","2011",98,"T"
"426","271","23670.01","2012",95.048715,"T"
"426","271","23670.01","2013",36.999285,"T"
"426","281","23670.01","2010",371,"T"
"426","281","23670.01","2011",371,"T"
"426","281","23670.01","2012",359.827279,"T"
"426","281","23670.01","2013",140.068721,"T"
"426","664","23670.01","2010",19.742487,"T"
"426","664","23670.01","2011",19.568413,"T"
"426","664","23670.01","2012",18.789297,"T"
"426","664","23670.01","2013",7.235269,"T"
"426","674","23670.01","2010",0.134499,"T"
"426","674","23670.01","2011",0.133313,"T"
"426","674","23670.01","2012",0.128005,"T"
"426","674","23670.01","2013",0.049291,"T"
"426","684","23670.01","2010",0.509174,"T"
"426","684","23670.01","2011",0.504684,"T"
"426","684","23670.01","2012",0.48459,"T"
"426","684","23670.01","2013",0.186603,"T"
"426","665","23670.01","2010",4.803525,"T"
"426","665","23670.01","2011",4.761171,"T"
"426","665","23670.01","2012",4.571605,"T"
"426","665","23670.01","2013",1.760406,"T"
"426","5113","01701","2010",0,"E"
"426","5113","01701","2011",0,"E"
"426","5113","01701","2012",0,"E"
"426","5113","01701","2013",0,"E"
"426","5510","01701","2010",8899,""
"426","5510","01701","2011",7102,""
"426","5510","01701","2012",5000.471811,"I"
"426","5510","01701","2013",3357,""
"426","5610","01701","2010",9700,"E"
"426","5610","01701","2011",9700,"E"
"426","5610","01701","2012",10000,"E"
"426","5610","01701","2013",10200,"E"
"426","5071","01701","2010",0,"E"
"426","5071","01701","2011",0,"E"
"426","5071","01701","2012",0,"E"
"426","5071","01701","2013",2711.4,"E"
"426","5910","01701","2010",0,"E"
"426","5910","01701","2011",0,"E"
"426","5910","01701","2012",0,"E"
"426","5910","01701","2013",0,"E"
"426","5520","01701","2010",7488.25039,"E"
"426","5520","01701","2011",6764.749882,"E"
"426","5520","01701","2012",6039.426254,"E"
"426","5520","01701","2013",5359.293863,"E"
"426","5525","01701","2010",1210.881158,"E"
"426","5525","01701","2011",966.364534,"E"
"426","5525","01701","2012",680.410956,"E"
"426","5525","01701","2013",456.784813,"E"
"426","5016","01701","2010",419.623446,"I"
"426","5016","01701","2011",334.887708,"I"
"426","5016","01701","2012",235.792248,"I"
"426","5016","01701","2013",158.295978,"I"
"426","5141","01701","2010",9480.245006,"E"
"426","5141","01701","2011",8735.997876,"E"
"426","5141","01701","2012",8044.842353,"E"
"426","5141","01701","2013",4871.225346,"E"
"426","261","01701","2010",29957.574219,"T"
"426","261","01701","2011",27605.753288,"T"
"426","261","01701","2012",25421.701835,"T"
"426","261","01701","2013",15393.072093,"T"
"426","271","01701","2010",2047.732921,"T"
"426","271","01701","2011",1886.975541,"T"
"426","271","01701","2012",1737.685948,"T"
"426","271","01701","2013",1052.184675,"T"
"426","281","01701","2010",151.68392,"T"
"426","281","01701","2011",139.775966,"T"
"426","281","01701","2012",128.717478,"T"
"426","281","01701","2013",77.939606,"T"
"426","664","01701","2010",41.114843,"T"
"426","664","01701","2011",37.55306,"T"
"426","664","01701","2012",34.236166,"T"
"426","664","01701","2013",20.507035,"T"
"426","674","01701","2010",2.810382,"T"
"426","674","01701","2011",2.566918,"T"
"426","674","01701","2012",2.340194,"T"
"426","674","01701","2013",1.401747,"T"
"426","684","01701","2010",0.208176,"T"
"426","684","01701","2011",0.190142,"T"
"426","684","01701","2012",0.173348,"T"
"426","684","01701","2013",0.103833,"T"
"426","665","01701","2010",13.011026,"T"
"426","665","01701","2011",11.88388,"T"
"426","665","01701","2012",10.83423,"T"
"426","665","01701","2013",6.489568,"T"
"426","5113","01705","2010",0,"E"
"426","5113","01705","2011",0,"E"
"426","5113","01705","2012",0,"E"
"426","5113","01705","2013",90.695622,"E"
"426","5510","01705","2010",1373,""
"426","5510","01705","2011",681,""
"426","5510","01705","2012",578.90008,"I"
"426","5510","01705","2013",615.665824,"I"
"426","5610","01705","2010",4400,"E"
"426","5610","01705","2011",4400,"E"
"426","5610","01705","2012",5000,"E"
"426","5610","01705","2013",2198,"T"
"426","5071","01705","2010",0,"E"
"426","5071","01705","2011",0,"E"
"426","5071","01705","2012",90.695622,"E"
"426","5071","01705","2013",516.504378,"E"
"426","5910","01705","2010",0,"E"
"426","5910","01705","2011",0,"E"
"426","5910","01705","2012",0,"E"
"426","5910","01705","2013",0,"E"
"426","5520","01705","2010",132.433544,"E"
"426","5520","01705","2011",116.558953,"E"
"426","5520","01705","2012",127.980861,"E"
"426","5520","01705","2013",45.259609,"E"
"426","5525","01705","2010",173.514802,"E"
"426","5525","01705","2011",86.062331,"E"
"426","5525","01705","2012",73.15931,"E"
"426","5525","01705","2013",77.805632,"E"
"426","5016","01705","2010",64.742442,"I"
"426","5016","01705","2011",32.111874,"I"
"426","5016","01705","2012",27.297454,"I"
"426","5016","01705","2013",29.031106,"I"
"426","5141","01705","2010",5402.309212,"E"
"426","5141","01705","2011",4846.266842,"E"
"426","5141","01705","2012",5259.766833,"E"
"426","5141","01705","2013",2145.065099,"I"
"426","261","01705","2010",17449.458755,"T"
"426","261","01705","2011",15653.4419,"T"
"426","261","01705","2012",16989.046871,"T"
"426","261","01705","2013",6928.56027,"T"
"426","271","01705","2010",1199.312645,"T"
"426","271","01705","2011",1075.871239,"T"
"426","271","01705","2012",1167.668237,"T"
"426","271","01705","2013",476.204452,"T"
"426","281","01705","2010",97.241566,"T"
"426","281","01705","2011",87.232803,"T"
"426","281","01705","2012",94.675803,"T"
"426","281","01705","2013",38.611172,"T"
"426","664","01705","2010",23.948259,"T"
"426","664","01705","2011",21.293918,"T"
"426","664","01705","2012",22.879657,"T"
"426","664","01705","2013",9.230401,"T"
"426","674","01705","2010",1.645979,"T"
"426","674","01705","2011",1.463545,"T"
"426","674","01705","2012",1.572534,"T"
"426","674","01705","2013",0.634411,"T"
"426","684","01705","2010",0.133458,"T"
"426","684","01705","2011",0.118666,"T"
"426","684","01705","2012",0.127503,"T"
"426","684","01705","2013",0.051439,"T"
"426","665","01705","2010",7.414322,"T"
"426","665","01705","2011",6.592544,"T"
"426","665","01705","2012",7.083485,"T"
"426","665","01705","2013",2.857709,"T"
"426","5113","F0235","2010",0.41814,"E"
"426","5113","F0235","2011",0.41814,"E"
"426","5113","F0235","2012",0.41814,"E"
"426","5113","F0235","2013",0.41814,"E"
"426","5610","F0235","2010",0,"E"
"426","5610","F0235","2011",0,"E"
"426","5610","F0235","2012",0,"E"
"426","5610","F0235","2013",16,"T"
"426","5071","F0235","2010",0,"E"
"426","5071","F0235","2011",0,"E"
"426","5071","F0235","2012",0,"E"
"426","5071","F0235","2013",2.78186,"E"
"426","5141","F0235","2010",0,"E"
"426","5141","F0235","2011",0,"E"
"426","5141","F0235","2012",0,"E"
"426","5141","F0235","2013",13.21814,"I"
"426","261","F0235","2010",0,"T"
"426","261","F0235","2011",0,"T"
"426","261","F0235","2012",0,"T"
"426","261","F0235","2013",81.622015,"T"
"426","271","F0235","2010",0,"T"
"426","271","F0235","2011",0,"T"
"426","271","F0235","2012",0,"T"
"426","271","F0235","2013",2.009157,"T"
"426","281","F0235","2010",0,"T"
"426","281","F0235","2011",0,"T"
"426","281","F0235","2012",0,"T"
"426","281","F0235","2013",7.232966,"T"
"426","664","F0235","2010",0,"T"
"426","664","F0235","2011",0,"T"
"426","664","F0235","2012",0,"T"
"426","664","F0235","2013",0.108739,"T"
"426","674","F0235","2010",0,"T"
"426","674","F0235","2011",0,"T"
"426","674","F0235","2012",0,"T"
"426","674","F0235","2013",0.002677,"T"
"426","684","F0235","2010",0,"T"
"426","684","F0235","2011",0,"T"
"426","684","F0235","2012",0,"T"
"426","684","F0235","2013",0.009636,"T"
"426","665","F0235","2010",0,"T"
"426","665","F0235","2011",0,"T"
"426","665","F0235","2012",0,"T"
"426","665","F0235","2013",0.01761,"T"
"426","5113","21631.01","2010",0,"E"
"426","5113","21631.01","2011",0,"E"
"426","5113","21631.01","2012",0,"E"
"426","5113","21631.01","2013",0,"E"
"426","5113","01449.90","2010",360,"E"
"426","5113","01449.90","2011",360,"E"
"426","5113","01449.90","2012",360,"E"
"426","5113","01449.90","2013",360,"E"
"426","5610","01449.90","2010",1700,"E"
"426","5610","01449.90","2011",1700,"E"
"426","5610","01449.90","2012",2000,"E"
"426","5610","01449.90","2013",1800,"E"
"426","5023","01449.90","2010",1700,"E"
"426","5023","01449.90","2011",1700,"E"
"426","5023","01449.90","2012",2000,"E"
"426","5023","01449.90","2013",1800,"E"
"426","5113","21691.90","2010",0,"E"
"426","5113","21691.90","2011",0,"E"
"426","5113","21691.90","2012",0,"E"
"426","5113","21691.90","2013",0,"E"
"426","5510","21691.90","2010",646,"I"
"426","5510","21691.90","2011",646,"I"
"426","5510","21691.90","2012",760,"I"
"426","5510","21691.90","2013",684,"I"
"426","5610","21691.90","2010",769,"E"
"426","5610","21691.90","2011",769,"E"
"426","5610","21691.90","2012",403,"T"
"426","5610","21691.90","2013",405.4,"T"
"426","5071","21691.90","2010",0,"E"
"426","5071","21691.90","2011",0,"E"
"426","5071","21691.90","2012",0,"E"
"426","5071","21691.90","2013",217.88,"E"
"426","5141","21691.90","2010",1415,"E"
"426","5141","21691.90","2011",1415,"E"
"426","5141","21691.90","2012",1163,"E"
"426","5141","21691.90","2013",871.52,"E"
"426","261","21691.90","2010",12735,"T"
"426","261","21691.90","2011",12735,"T"
"426","261","21691.90","2012",10467,"T"
"426","261","21691.90","2013",7843.68,"T"
"426","271","21691.90","2010",0,"T"
"426","271","21691.90","2011",0,"T"
"426","271","21691.90","2012",0,"T"
"426","271","21691.90","2013",0,"T"
"426","281","21691.90","2010",1415,"T"
"426","281","21691.90","2011",1415,"T"
"426","281","21691.90","2012",1163,"T"
"426","281","21691.90","2013",871.52,"T"
"426","664","21691.90","2010",17.477968,"T"
"426","664","21691.90","2011",17.32386,"T"
"426","664","21691.90","2012",14.096222,"T"
"426","664","21691.90","2013",10.449547,"T"
"426","674","21691.90","2010",0,"T"
"426","674","21691.90","2011",0,"T"
"426","674","21691.90","2012",0,"T"
"426","674","21691.90","2013",0,"T"
"426","684","21691.90","2010",1.941996,"T"
"426","684","21691.90","2011",1.924873,"T"
"426","684","21691.90","2012",1.566247,"T"
"426","684","21691.90","2013",1.161061,"T"
"426","665","21691.90","2010",1.941996,"T"
"426","665","21691.90","2011",1.924873,"T"
"426","665","21691.90","2012",1.566247,"T"
"426","665","21691.90","2013",1.161061,"T"
"426","5510","21910.90","2010",850,"I"
"426","5510","21910.90","2011",850,"I"
"426","5510","21910.90","2012",1000,"I"
"426","5510","21910.90","2013",900,"I"
"426","5520","21910.90","2010",850,"I"
"426","5520","21910.90","2011",850,"I"
"426","5520","21910.90","2012",1000,"I"
"426","5520","21910.90","2013",900,"I"
"426","5610","01212","2010",10000,"E"
"426","5610","01212","2011",10000,"E"
"426","5610","01212","2012",10000,"E"
"426","5610","01212","2013",5389,"T"
"426","5910","01212","2010",0,"E"
"426","5910","01212","2011",0,"E"
"426","5910","01212","2012",0,"E"
"426","5910","01212","2013",0,"E"
"426","5141","01212","2010",10000,"E"
"426","5141","01212","2011",10000,"E"
"426","5141","01212","2012",10000,"E"
"426","5141","01212","2013",5389,"E"
"426","261","01212","2010",2150,"T"
"426","261","01212","2011",2150,"T"
"426","261","01212","2012",2150,"T"
"426","261","01212","2013",1158.635,"T"
"426","271","01212","2010",180.6,"T"
"426","271","01212","2011",180.6,"T"
"426","271","01212","2012",180.6,"T"
"426","271","01212","2013",97.32534,"T"
"426","281","01212","2010",17.2,"T"
"426","281","01212","2011",17.2,"T"
"426","281","01212","2012",17.2,"T"
"426","281","01212","2013",9.26908,"T"
"426","664","01212","2010",2.950737,"T"
"426","664","01212","2011",2.924719,"T"
"426","664","01212","2012",2.895469,"T"
"426","664","01212","2013",1.543563,"T"
"426","674","01212","2010",0.247862,"T"
"426","674","01212","2011",0.245676,"T"
"426","674","01212","2012",0.243219,"T"
"426","674","01212","2013",0.129659,"T"
"426","684","01212","2010",0.023606,"T"
"426","684","01212","2011",0.023398,"T"
"426","684","01212","2012",0.023164,"T"
"426","684","01212","2013",0.012349,"T"
"426","665","01212","2010",13.724356,"T"
"426","665","01212","2011",13.603346,"T"
"426","665","01212","2012",13.467299,"T"
"426","665","01212","2013",7.17936,"T"
"426","5610","01234","2010",4700,"E"
"426","5610","01234","2011",4700,"E"
"426","5610","01234","2012",5000,"E"
"426","5610","01234","2013",2823,"T"
"426","5141","01234","2010",4700,"E"
"426","5141","01234","2011",4700,"E"
"426","5141","01234","2012",5000,"E"
"426","5141","01234","2013",2823,"E"
"426","261","01234","2010",957.39,"T"
"426","261","01234","2011",957.39,"T"
"426","261","01234","2012",1018.5,"T"
"426","261","01234","2013",575.0451,"T"
"426","271","01234","2010",41.031,"T"
"426","271","01234","2011",41.031,"T"
"426","271","01234","2012",43.65,"T"
"426","271","01234","2013",24.64479,"T"
"426","281","01234","2010",9.118,"T"
"426","281","01234","2011",9.118,"T"
"426","281","01234","2012",9.7,"T"
"426","281","01234","2013",5.47662,"T"
"426","664","01234","2010",1.313956,"T"
"426","664","01234","2011",1.302371,"T"
"426","664","01234","2012",1.371644,"T"
"426","664","01234","2013",0.766089,"T"
"426","674","01234","2010",0.056312,"T"
"426","674","01234","2011",0.055816,"T"
"426","674","01234","2012",0.058785,"T"
"426","674","01234","2013",0.032832,"T"
"426","684","01234","2010",0.012514,"T"
"426","684","01234","2011",0.012404,"T"
"426","684","01234","2012",0.013063,"T"
"426","684","01234","2013",0.007296,"T"
"426","665","01234","2010",6.450448,"T"
"426","665","01234","2011",6.393572,"T"
"426","665","01234","2012",6.733649,"T"
"426","665","01234","2013",3.760871,"T"
"426","5610","01253.01","2010",1700,"E"
